Genes,GSM844492,GSM844495,GSM844497,GSM844499,GSM844501,GSM844503,GSM844505,GSM844507,GSM844521,GSM844522,GSM844523,GSM844524,med_value
IGDCC4,-0.00056248,0.000446016,0.000503908,0.000207403,0.000109513,0.000175883,-0.000208027,4.47E-05,0.000304493,0.000261071,-0.000309407,-0.000245991,0.000142698
BTBD17,0.000108729,0.00026991,0.001108963,-0.000173962,-0.000573587,-0.00022059,-0.000157198,0.000202095,0.00044576,3.46E-05,0.00019794,0.000176724,0.000142727
NCF4,0.000675305,-0.000931935,0.000102132,0.000264206,0.000182247,-0.000508579,0.000629848,6.75E-07,0.000531775,0.000244409,1.42E-06,-0.000241406,0.00014219
MAP3K7,-5.09E-05,0.000217343,0.000119764,0.000164163,0.000219087,6.52E-06,8.19E-05,0.000168574,0.000168165,0.000278382,3.81E-05,8.99E-05,0.000141964
ADAMTSL5,0.000399415,0.000193569,0.000417182,9.12E-05,-0.000214548,0.00034693,0.000315047,-0.000398115,-5.92E-05,0.000566618,-7.87E-05,-0.000232979,0.000142385
NRXN3,-0.000231737,-0.000433627,0.001607906,-0.000705661,0.000577452,0.002327228,0.000393026,-0.000910584,-0.000945729,0.001024435,0.001289248,-0.000109137,0.000141945
SFRP2,-0.006989861,-0.009511007,-0.009905185,-0.007063004,0.028368873,0.025302767,0.007273122,0.01075237,-0.010248058,-0.013056412,0.011241665,0.009529461,0.000141631
ST8SIA5,0.000223919,0.000122647,0.000367073,0.000159984,0.000227173,0.000365821,0.000196296,-0.000200826,3.54E-05,-3.40E-05,-0.00012531,-0.00025962,0.000141316
COL6A3,-0.000273945,0.000230557,-0.000530163,-5.15E-05,0.000191683,0.000290003,0.000103182,0.000155437,0.000326537,0.000126039,0.00011365,0.000186384,0.000140738
SDK1,-0.00017938,0.000340213,0.000248046,0.000196601,0.000139859,0.000220977,6.32E-05,3.48E-05,0.000234047,0.000103115,0.00014156,2.47E-06,0.00014071
FGFRL1,-0.000173604,0.000396256,0.000116922,0.000178049,0.000126299,0.000199997,9.47E-05,0.000125329,0.000426534,0.000153108,0.000338139,0.000103356,0.000139704
KRTDAP,0.000170365,-0.000268684,-0.00017964,0.000339187,0.000195591,0.000280094,0.000711726,-5.93E-05,0.000107216,0.000388157,-8.86E-06,-0.000478586,0.000138791
TMEM158,0.00072596,-0.000976043,-0.000870473,-0.000806162,2.96E-05,0.000246007,0.000477083,0.000575647,-0.000740802,-0.000515663,0.000717144,0.000689356,0.000137804
MXI1,5.80E-05,0.000934602,0.001517816,-0.000317975,0.000361074,-0.000507849,-0.000910297,-0.000111663,0.00068369,0.000216101,-0.001945165,0.001955279,0.000137051
TACC2,3.27E-05,0.000126334,0.000365482,0.000195451,0.000157872,8.07E-05,6.29E-05,0.000392754,8.62E-05,4.44E-05,0.000148284,0.000340759,0.000137309
SRC,0.000119146,-0.002157851,-0.001375791,0.000724702,0.000153305,0.000270614,0.000506272,0.000371903,5.86E-05,-0.000932754,0.00035043,7.49E-05,0.000136226
JAM3,0.000165234,0.000126879,0.000158633,0.000111063,0.000203749,0.000206593,0.000223925,2.84E-05,0.000140525,-7.92E-05,0.000119932,0.000128953,0.000134739
MMP17,0.000241605,-0.000101446,-0.000106475,-8.41E-05,0.000171592,9.64E-05,0.000344711,0.000313553,-4.20E-05,-0.000124396,0.000367942,0.000370866,0.000133996
SDC3,0.001343774,0.001739494,-0.000615305,-0.000274536,0.002592276,-0.000484625,-0.001319025,-0.003700848,0.000539559,0.003550639,0.0010676,-0.002922381,0.000132512
LRIT1,9.66E-05,0.000306716,7.08E-05,0.00022433,0.000170289,0.000278921,-0.000899829,-3.41E-05,-0.000460003,0.00025878,-8.53E-05,0.000527036,0.000133445
CHPF,0.000139305,3.06E-05,0.000362693,-0.000173626,0.000134282,3.82E-06,0.000132368,0.000438801,-0.000140019,-0.000195259,0.000241529,0.000228772,0.000133325
TTC28,-0.000150452,0.000306013,1.40E-05,0.000196001,0.000107895,0.000156497,5.56E-05,9.66E-05,0.000364838,-0.000190712,0.000243856,0.000220338,0.000132196
CYP2A12,0.000209572,0.000443556,0.00060858,9.10E-06,-0.000110453,0.000224866,-0.000527705,5.30E-05,0.00030034,-0.000166126,0.000264221,-0.000592635,0.000131286
TMEM132C,-0.000250501,0.000517706,0.000164385,0.000341489,7.11E-05,0.000177454,8.15E-05,7.79E-05,0.000410343,0.000345821,9.48E-05,9.63E-05,0.000130343
CCKBR,0.001606348,-2.90E-07,-0.000442722,0.00219339,0.00026029,0.000351759,-0.001450936,-0.00107681,0.001305193,-0.000960179,0.00119412,-0.000938166,0.00013
EXOC3L4,-0.000140817,0.000516562,-0.00011804,-0.000101641,0.000340025,0.000357531,0.000183525,-0.000313019,0.00058469,0.000227881,-1.31E-05,7.39E-05,0.000128713
IRAK1,0.000244297,-0.000394871,-3.18E-05,-0.000125041,4.65E-05,0.000470509,0.000590356,0.000211043,-0.00043993,-0.000141131,0.000493418,0.000240437,0.000128772
SYT8,0.000368595,1.12E-05,-9.22E-05,0.000115725,0.000486771,7.93E-05,0.000273802,0.000139392,0.000993618,-8.94E-05,-0.000303721,0.000187388,0.000127559
CNTNAP4,-0.000341652,0.000789913,0.000500957,0.000565754,-0.000476324,-0.00017583,-3.71E-05,7.15E-05,0.000490625,0.000401702,-0.000308681,0.000182186,0.000126843
TNS1,-0.000899927,0.001603599,0.000988916,0.000560998,8.58E-06,0.000240936,-0.000165073,-8.56E-05,0.000851613,0.001170366,-0.000748983,-0.000244151,0.000124758
NPAS3,-0.000148076,0.000227633,4.44E-05,0.000549269,0.000179079,-0.000420417,0.000381565,0.000312889,-4.75E-05,0.00044296,-4.62E-05,6.78E-05,0.00012344
AOC1,0.000227203,-0.000202401,0.000254214,0.000459365,-8.19E-05,0.000608362,-0.000334388,1.96E-05,0.000227303,0.000272507,-0.000543612,-0.000311887,0.000123402
PELI2,0.00056527,-4.23E-05,0.0003098,-4.14E-05,0.000122169,-5.71E-05,0.000691703,0.000272285,-0.000622785,5.62E-05,0.000540336,0.00012103,0.0001216
SLC6A2,9.02E-05,-3.31E-05,1.53E-05,6.83E-05,-0.000370306,0.000248165,0.000154521,0.000180257,0.000417988,0.000169372,0.000614466,-0.000115417,0.000122361
OSBPL5,-4.42E-05,9.38E-05,-6.80E-06,0.000167336,0.000181982,0.000200614,0.000215042,0.000113244,3.56E-05,3.15E-06,0.000131097,0.000244582,0.000122171
PRR9,-0.000235675,0.000755605,0.000258609,1.36E-05,9.43E-05,0.001217145,-4.32E-05,0.00018876,0.001406403,0.000150349,-0.000580566,-0.000833041,0.000122325
ELANE,0.000148234,-0.000357751,0.000163538,9.95E-05,-0.000154674,0.000344086,5.90E-05,0.000132112,0.000102497,0.000306825,0.000209128,-0.00022639,0.000117305
HTR4,0.000168012,9.78E-05,-0.000297875,0.000424256,-0.000624614,-0.000274718,0.000206255,0.000205395,2.89E-05,0.000584288,0.000136672,-0.000423866,0.000117236
WHRN,0.001133344,-0.00025461,0.000760016,0.001145558,-0.001012654,-0.000729749,3.18E-05,0.000652805,-0.000627582,0.000169485,0.000451605,6.54E-05,0.000117443
GALNT16,-0.000405367,-0.000260634,-0.000484164,6.86E-05,0.000141902,0.000659162,0.000738166,0.000103391,0.000129372,-0.000189221,0.0002546,0.000421412,0.000116382
PDRG1,-0.000240781,0.000406519,-0.000124002,-0.000331251,0.000444453,0.000188784,0.000216534,-0.000117646,0.000133944,3.21E-06,0.000303072,9.86E-05,0.000116272
NEUROD4,-0.001317532,-0.000399351,-7.64E-05,0.000305453,0.001190361,0.002884377,0.001608717,0.004785555,-0.000108786,-0.000748274,-8.72E-05,0.007068764,0.000114527
PTPRF,-0.000370948,0.000253891,-0.00013635,0.000642446,0.00014312,-5.26E-05,8.44E-05,0.000376352,0.00018712,4.07E-05,-0.000441148,0.000384457,0.00011376
HIC1,-0.000102242,0.0001183,-1.29E-05,1.95E-05,0.000181091,0.000118463,0.000131062,5.01E-05,0.000210918,0.000108951,0.000146408,-4.12E-05,0.000113626
ZDBF2,0.000311766,-4.09E-05,-0.000213288,0.000273075,-0.00032919,0.00045785,6.44E-05,0.000185002,0.000294849,3.99E-05,0.000161346,-0.000175152,0.000112873
HNRNPR,7.18E-05,0.000302552,0.000180783,0.000330072,1.98E-06,-5.37E-05,2.21E-05,0.000112009,0.000120142,-0.000426595,0.000114663,0.000112456,0.000112233
SDK2,-0.001895913,0.002947913,0.001900963,0.002521451,-0.000665015,0.000117349,-0.000297443,-0.000302741,0.002600913,0.000913183,-0.000151906,0.000106313,0.000111831
KCNK15,0.000110066,2.90E-05,1.12E-05,-0.000207093,0.000266193,0.000114648,0.000200411,0.000162244,0.000200124,-5.54E-05,0.000468165,-6.35E-05,0.000112357
S100A9,0.000344103,1.31E-07,0.000435377,-0.000293883,0.000223517,-0.000885608,0.000316718,0.001086924,-0.001047662,0.001278565,-0.000393211,-5.47E-05,0.000111824
ADM,-0.000112457,0.000252169,0.000243816,0.000155223,0.000101349,7.17E-05,0.000101798,-5.58E-05,0.000198301,0.000118923,0.00012832,-3.93E-06,0.000110361
ITIH5,0.001062393,0.003907406,0.00333045,0.003549898,-0.000844448,-0.001263172,-0.00237953,-0.000950446,0.002338886,0.002692813,-0.001961014,-0.001048736,0.000108973
EFNA5,-6.94E-05,9.29E-05,0.000123938,-0.000278267,-3.18E-05,0.000349233,0.000498885,-0.000121155,-0.000257226,0.000171536,0.000280659,0.000276326,0.000108419
MARCKS,0.000385586,7.51E-05,0.000162769,0.000212096,1.46E-05,-0.000264459,0.000195381,5.40E-05,0.000197062,-0.000150486,5.97E-05,0.00013911,0.000107105
SST,0.000138045,-0.000525971,0.000238939,0.000591887,-0.000145727,6.27E-05,0.00046739,0.000614055,0.000900535,-0.000127909,-0.002127721,7.60E-05,0.000107023
CACNA1A,-0.001810982,-0.00472438,-0.002518955,0.00159426,0.003470159,0.004446298,0.000243433,0.003020426,-0.001078773,0.005533893,-3.02E-05,-0.000719173,0.000106617
DUSP2,0.000124701,-0.000144583,0.000246258,0.000101835,0.000321339,-0.000316386,5.68E-05,0.000230215,-0.000673727,0.00038744,-0.000305957,0.000111259,0.000106547
TCF24,-0.000164211,0.000987544,0.000215569,-0.000309533,-8.73E-05,0.000286038,-3.65E-06,0.000247966,-0.000344702,-4.36E-05,0.000415258,0.0005547,0.00010596
IL16,-5.35E-06,0.00011422,0.000114688,0.000229285,0.000164255,-0.000245845,-2.61E-05,0.000179117,9.36E-05,6.28E-05,0.000202736,9.60E-05,0.00010511
RASD2,-3.12E-05,0.000395427,0.001460522,0.000930017,-8.75E-05,-0.000191894,0.001195858,-0.000354766,0.000470301,0.000241451,-0.000574118,-0.000243742,0.000105126
HUNK,-0.000434336,0.000163809,0.000363184,0.000522819,-3.18E-05,-5.65E-05,1.17E-05,0.000145976,6.27E-05,0.000251099,-5.00E-05,0.000177244,0.000104338
KLK8,9.59E-05,-2.39E-05,-2.44E-05,-1.33E-05,0.000140814,0.00011211,0.000170061,0.000166561,2.99E-06,-4.72E-05,0.000195632,0.000204065,0.000104005
LFNG,-1.54E-05,-0.000204187,-0.00018962,-6.38E-05,0.000169113,0.000103742,0.000281022,0.00028698,0.000103415,-0.000174342,0.000389412,0.000324914,0.000103579
NUDT14,-0.00024052,0.000445829,0.000287998,0.000219721,-8.00E-06,-0.000130478,-0.000133977,0.000126878,8.10E-05,0.000222709,-0.000112516,0.000321783,0.000103939
CALCOCO1,0.000177204,0.00023225,0.000176359,0.000206402,-0.000102675,-0.000143422,6.28E-05,6.35E-06,0.00014484,-0.000151596,0.000247309,-0.000165112,0.00010382
CCDC182,-0.000130855,-0.0001402,0.000489343,0.000190379,0.000342186,0.001169256,0.000317238,0.000454235,-0.000684171,1.85E-05,-0.000185294,-0.001004432,0.00010444
GHRHR,0.002422968,-0.002517788,-0.002034724,-0.000489044,0.000808177,0.000119103,8.69E-05,0.000420439,0.00046199,-0.002673817,0.000887579,-9.10E-05,0.000103002
KIF6,0.000300976,6.41E-05,0.000349559,0.000113312,0.000507413,9.34E-05,-5.02E-06,-0.000321214,0.000482196,-8.89E-05,0.000650073,-0.000213926,0.000103356
PADI1,-0.000144526,0.000271797,1.65E-05,0.000551148,-2.17E-05,0.000485605,0.001108462,-0.000328123,-0.000658291,0.000187236,0.000516788,-0.000769115,0.000101868
PADI3,0.000441764,-0.000305791,0.001012696,0.000471892,0.001316838,0.000205376,-0.000802192,-4.13E-06,-0.001274494,-0.000184086,-0.001216661,0.000538042,0.000100623
RUNX1,-5.05E-05,3.97E-05,-0.000248793,-0.000122738,0.000146585,0.000119282,0.000141597,0.000104056,9.79E-05,-1.56E-05,0.000147122,0.000144417,0.000100978
FMNL1,0.000475653,-0.000141147,-0.000100599,0.001451708,0.000972792,-0.000361569,-0.001189702,-0.001471012,-0.00112668,0.001394645,0.000301739,0.000620993,0.00010057
COL19A1,-0.000189883,0.000219782,-2.76E-05,0.000186022,-0.000214093,0.00022881,0.000222781,-0.000165021,-9.52E-05,0.00023341,0.000224931,1.44E-05,0.000100211
GREM1,0.000572247,-0.000131222,4.85E-05,0.000152293,0.000765675,0.00043858,-9.37E-05,-9.41E-05,0.000543553,-0.000155797,0.001063128,-0.000194603,0.000100397
KLK5,0.000111034,8.90E-05,0.000231445,0.000172006,0.000209986,0.000186584,-0.000156455,0.000120241,-0.000498574,4.49E-05,8.23E-05,-0.000237,0.000100017
CEACAM15,-0.000710297,-0.004921046,0.006715141,0.001609354,0.007780911,0.00091091,-0.009061694,0.005289332,-0.008471409,0.0106294,-0.005612458,-0.009054222,0.000100307
TEX15,-0.000120093,0.000275594,-0.000187132,0.00042961,4.04E-05,-0.000650131,-0.000734856,0.000167676,-0.000208065,0.000155614,0.000260077,0.000445888,0.000098007
COL14A1,-9.99E-05,6.50E-05,-5.72E-05,-5.49E-05,0.000180706,0.000168148,0.00014267,8.84E-05,0.000106396,3.39E-06,0.00015623,0.000121953,0.000097398
TACC1,0.000328286,-0.000138326,0.000122222,-0.00027688,0.000151984,0.00022261,7.21E-05,0.000128933,-6.43E-06,-0.000141673,4.78E-05,0.000214691,0.000097161
NXPH4,0.000511074,-0.00143865,0.001526639,0.000702134,-0.002120942,0.001923233,4.89E-06,-0.000289919,0.000189054,0.000534376,-0.001672966,-0.000940034,0.000096972
AP5B1,0.000697938,-0.000513858,0.000246084,-4.72E-05,-0.000745387,0.000211643,-0.000150846,0.000346545,-0.000144147,0.0002867,0.000239637,-1.81E-05,9.67715E-05
BIRC7,0.000610801,0.001328111,0.000274235,-0.00020155,-6.48E-05,0.000127266,-0.000796355,0.00037464,-0.000636173,0.003239725,-0.001907328,6.63E-05,0.000096783
LAD1,0.000146048,0.000375872,-0.000506515,0.000182185,-0.000572276,-8.44E-05,-0.000550744,0.000328113,4.73E-05,0.000307232,0.000306684,-0.001083367,0.000096674
RPL38,-0.000176645,0.000135635,-0.000129926,0.000237172,0.000106807,4.04E-05,8.63E-05,0.000177051,0.000217287,-0.000231786,0.000199856,3.20E-05,9.65535E-05
BTG2,-9.39E-05,0.000233532,0.000181111,5.20E-05,9.20E-05,0.000100876,8.00E-05,4.24E-05,0.000149347,2.65E-05,0.000195085,0.000103515,0.000096438
PRUNE2,-0.000362285,-0.000974434,0.000608051,0.000753272,0.000511519,-4.97E-06,0.000259762,-0.00033203,-0.001061758,0.000197336,0.00035748,-0.000155491,0.000096183
NDP,-0.000120789,0.000179264,7.73E-05,-9.09E-06,0.000125542,0.000164596,0.000114449,4.57E-05,0.00016897,-7.41E-06,5.92E-05,0.000207286,9.58745E-05
RHOU,0.000173318,0.000131157,0.000143541,0.000147771,-6.81E-05,-1.58E-05,4.46E-06,-5.49E-06,0.000199281,-9.70E-05,9.05E-05,0.000100308,0.000095404
CXCL12,0.000102827,0.000375579,0.000363104,0.000308906,0.000126175,-4.56E-05,-1.94E-05,-0.000242634,0.000147954,8.76E-05,-4.73E-05,-0.000376983,9.52135E-05
MPZL3,-0.000216327,8.03E-05,0.000208061,-0.000254718,-5.81E-05,0.000279245,0.000126231,-0.000723018,0.000128366,0.000109404,-0.000728722,0.000505964,0.000094852
TSLP,0.000326306,0.000164175,0.000460689,2.51E-05,0.000209292,-6.72E-05,0.000584871,-0.000227151,-9.44E-05,-9.64E-05,-2.14E-05,0.000201509,9.46375E-05
GAS2L2,6.79E-05,0.00014845,0.000119943,0.000178158,-0.000113725,0.000287231,0.000218672,-0.000453905,0.000150178,-6.20E-05,-0.000158187,1.85E-05,9.39215E-05
ALS2CL,0.000256646,5.34E-05,-0.000122632,0.000294279,0.000115011,0.000247626,-0.000724388,7.22E-05,-0.000473087,0.000313175,0.000258334,6.40E-05,9.36055E-05
DSCAM,0.000130625,8.87E-05,4.38E-05,0.000196741,0.000255695,9.83E-05,-0.000224171,0.000153954,-0.000105119,0.000516399,-0.000152735,-0.000122003,0.0000935
SAXO1,6.37E-05,-6.15E-05,0.000158419,4.97E-05,0.000159629,-0.000156313,0.000258743,0.000122502,0.000263617,-8.75E-05,0.000275102,3.31E-05,0.000093101
ZFP521,0.000133453,0.000284313,0.000155037,0.000142367,-2.53E-05,0.000127678,0.000132741,-1.01E-07,-6.82E-05,-3.80E-05,-0.000107982,5.78E-05,0.000092739
SPSB1,5.88E-05,0.000296557,0.000214802,0.00021113,0.000178793,5.95E-05,-3.30E-05,1.79E-05,0.000337459,-0.000105232,8.22E-05,0.000102667,9.24335E-05
MYH10,-4.83E-05,0.000222706,0.000395025,0.000283396,-0.000118182,0.000127193,5.70E-05,-0.000155452,0.000188439,-0.000104459,0.000722336,1.16E-05,9.20965E-05
ROR2,-7.73E-05,0.000102533,2.55E-05,4.81E-05,0.000137298,0.000127119,0.000103007,4.41E-05,0.000132291,8.36E-05,0.000100237,2.52E-05,9.19185E-05
CDH16,0.00016804,0.000149642,-9.51E-06,-7.73E-05,0.0001839,0.00012835,0.000116011,-0.000234427,-0.000243868,6.64E-05,-0.000183418,0.000154389,9.12055E-05
GPATCH2L,-0.003151611,-0.000481819,0.00190838,-1.61E-05,-0.001617614,0.00131067,0.000473156,0.000606154,0.000194854,-0.001923942,-0.002708437,0.003807086,0.000089377
NPNT,0.000279168,0.0001014,0.000116301,0.000167356,7.70E-05,-7.54E-05,-3.47E-05,-1.94E-05,0.000150657,-1.54E-05,1.88E-06,0.000228297,0.0000892
MARCO,0.000165741,-1.61E-05,6.23E-05,0.000245647,0.000221562,0.000116157,-0.000134482,-0.000197387,0.000277282,0.000173354,2.18E-05,4.15E-05,8.92285E-05
ADAM11,-1.02E-05,-5.88E-05,-0.000147601,-1.71E-05,0.000187396,0.000595136,0.000895156,0.000423533,0.000321458,-0.00041013,-0.000379989,0.000517539,0.000088598
DDX31,0.000810342,8.54E-05,0.000181822,0.000175902,-0.000322063,-0.000471763,-0.000632243,-0.001163203,9.12E-05,-0.000603343,0.000162832,0.000444198,0.0000883
LRRC71,0.00197917,9.50E-05,-2.07E-05,-0.000917472,0.000177239,0.001987955,-0.001398778,-0.001725642,0.002095293,-0.001595459,8.16E-05,0.007144762,0.0000883
KCNS3,-6.78E-05,0.000115067,0.000118397,4.03E-05,8.76E-05,0.000132666,5.60E-05,4.24E-05,0.000163949,0.000110347,8.79E-05,-1.72E-05,0.00008775
NPY,-0.000197729,0.000147972,0.000133056,0.000102746,0.00011024,0.000154956,3.87E-05,4.38E-05,0.000136784,5.12E-05,7.16E-05,5.78E-05,0.000087173
PPP1R16B,0.000264147,0.000749112,7.13E-05,9.65E-06,9.92E-05,-0.000136123,-0.000444764,0.000162453,-0.000154036,0.00040979,-0.000362578,0.000215848,0.00008525
CNR1,-0.000222583,0.000188791,9.00E-05,0.000147286,-0.000135163,-0.000119137,4.38E-06,0.000375258,7.92E-05,3.17E-05,0.000238741,0.000255376,0.0000846
RPS4X,6.74E-05,8.48E-05,0.000107254,0.000106729,2.98E-05,6.70E-05,4.40E-05,8.34E-05,0.000128777,-6.26E-05,0.000125026,0.000131049,0.0000841
HOXA13,0.00184959,0.003075504,-0.000573816,0.002009078,6.39E-05,-0.002518288,0.000103893,-0.007844533,0.00031402,-0.000164687,0.00684528,-0.001323039,8.38965E-05
MBIP,0.000195766,5.18E-05,0.000138881,0.000202152,6.85E-05,0.000114626,0.000139391,-0.000219284,7.14E-05,9.50E-05,5.85E-05,-8.77E-05,0.0000832
POLN,0.000984993,9.74E-05,6.88E-05,0.000761342,0.000726308,-0.000930079,0.001035498,1.97E-05,-0.00015696,0.000380372,-0.000544418,-1.57E-05,0.0000831
SLC44A3,9.99E-05,1.70E-05,0.000211946,6.46E-05,-3.50E-05,0.000145368,0.000274794,0.000392325,-0.000121521,0.000640489,-9.49E-05,-0.000134525,0.00008225
RUNX2,0.000104579,1.82E-05,-5.23E-06,-5.93E-06,7.72E-05,8.69E-05,0.000123953,0.000146846,4.13E-05,-1.78E-05,0.000149533,0.000152231,0.00008205
SLC35F4,7.69E-05,-3.65E-05,0.000205974,8.67E-05,9.95E-05,0.00017615,-2.85E-05,3.72E-06,0.000255786,2.81E-05,0.000128186,-6.45E-05,0.0000818
TFAP2C,0.008761118,-0.004090937,0.003132003,-0.000103201,0.008637964,-0.013939907,0.000266336,-0.013772637,0.012384433,-0.008167437,0.021945585,-0.008755203,8.15675E-05
AGBL4,0.000157264,9.81E-05,0.000257485,0.000282922,3.28E-05,-0.000241322,-0.000857714,6.13E-05,-4.65E-05,0.000565253,0.000291896,-0.000434138,0.0000797
RTN4RL2,-0.000466242,1.56E-05,-0.000487336,0.000361108,-0.001193572,0.000785779,-0.000597414,0.00029781,0.000355979,0.000142049,0.000412365,-0.000164808,7.88245E-05
ANTXR1,7.61E-05,2.51E-05,8.08E-05,0.000159027,0.000106896,0.000140932,5.80E-05,0.00013459,0.000165252,2.31E-05,2.85E-05,9.70E-06,0.00007845
EPPK1,4.33E-05,7.44E-05,0.000151949,-4.61E-05,9.94E-05,0.000309594,-0.000150629,8.16E-05,0.00029706,8.63E-05,5.92E-05,-0.000248684,0.000078
PEPD,0.000136864,3.48E-06,-0.000165375,-7.92E-05,0.000144558,0.000189902,0.000197859,0.000115019,6.28E-05,7.12E-05,8.35E-05,6.88E-05,0.00007735
THBS4,-9.10E-05,9.80E-05,-0.000139275,-4.72E-05,9.42E-05,0.000126892,7.87E-05,7.46E-05,5.25E-05,2.83E-05,7.77E-05,0.00010406,0.00007615
SEC22B,0.000214649,0.000195519,0.000486125,0.000160375,-0.000312594,-9.88E-06,-0.000446606,-0.000231486,0.000277445,0.000298353,-0.000180255,-9.79E-05,7.52475E-05
DAB2IP,0.00394254,-0.000233747,0.000155383,-0.001621929,-0.000871048,-0.002176497,0.000193947,0.003497064,0.004432171,-0.001411782,-5.10E-06,0.002559955,7.51415E-05
ISM1,-0.000493717,-0.000113649,0.000103855,-0.000123658,0.000128141,4.36E-05,0.000142516,0.000237092,-0.000130501,-0.000281357,0.000594198,0.000122666,7.37275E-05
